key,country,description,designation,points,price,province,region_1,region_2,variety,winery
82844,Argentina,"Mildly tropical on the nose, but for the most part the bouquet lacks punch. The palate has friction and an oily feel, while the flavors are generic as they suggest apple and lime. Chalky and kind of bland on the finish; seems to be fading.",Broquel,84,15,Other,Cafayate,,Torrontés,Trapiche
82845,Argentina,"Earthy aromas mix with high-toned red fruit scents, while the palate is narrow and linear, with mildly green, saucy flavors that crowd out mild red fruit notes that fight to enter the picture. Herbal on the finish, but not offensive or difficult to drink.",,84,10,Mendoza Province,Mendoza,,Cabernet Sauvignon,Terrazas de Los Andes
82847,Argentina,"A blend of Riesling, Albariño and Savagnin that's more novel than impressive. The nose offers light citrus and spice, the body is creamy and soft, and the palate sweet with papaya, melon and pineapple. Creamy on the finish as well, and low in acidity.",Tiara,84,30,Mendoza Province,Luján de Cuyo,,White Blend,Viña Alicia
82850,Argentina,"Other than showing orange and tangerine, the nose is a bit too much like air freshener. In the mouth, it's wet but on the hollow side, with dilute innocuous flavors. Decent but low on flavor; seemingly fading.",Premium,84,13,Other,Cafayate,,Torrontés,Piattelli
82875,Argentina,"Young, fiery and rugged on the nose, but with exotic notes that suggest Middle Eastern and Asian herbs and spices. Like all Cobos Malbecs, this is big, chewy, brawny and a touch medicinal, with powerful dark fruit flavors, particularly black cherry, and a good deal of licorice, chocolate and overall richness. Handles its 15% alcohol better than many heavyweights; drink now through 2013.",Marchiori Vineyard,93,190,Mendoza Province,Mendoza,,Malbec,Viña Cobos
82923,Argentina,"Full and deep berry aromas are the greeting. The wine is rock solid and full in body, with lusty blackberry and wild raspberry flavors along with spice and nice tannins. A complete, balanced, uncomplicated Malbec that gets it right.",The Marshall,90,27,Mendoza Province,Mendoza,,Malbec,Bodega Goulart
82939,Argentina,"Dark, rubbery and black on the nose, then medium across the palate, with a good mouthfeel and evidence of refinement. The flavors are deep and classy, emphasizing plum and raspberry along with an herbal undertone. Toasty and oaky late, with espresso-like bitterness to the finish.",Las Compuertas,90,30,Mendoza Province,Luján de Cuyo,,Malbec,Viña Alicia
82948,Argentina,"Dense on the nose, with a mix of black fruit aromas and mild herbs. The palate is properly acidic and elevated, with complex flavors of coconut, plum, berry, mocha, chocolate and spice. Quite oaky but the oak comes across well, i.e. friendly mocha and coffee. 64% Malbec with 30% Cabernet Sauvignon, Petit Verdot and Tannat.",Amano Remolinos Vineyard,90,50,Mendoza Province,Agrelo,,Bordeaux-style Red Blend,Finca Decero
82957,Argentina,"A cool cherry aroma and a mild, creamy paste note open the nose. The feel is fiery and untamed, while full flavors of cherry and plum seem raw. A cocoa flavor and juicy feel define the finish.",Colección,84,10,Mendoza Province,Mendoza,,Malbec,Finca Los Maza
82970,Argentina,"An oily popcorn aroma mixes with a tropical fruit note on this midlevel Torrontés. It feels round and chunky on the palate, with flavors of pineapple and citrus. The finish deals both sweet banana and lemon notes.",Premium Series,84,18,Mendoza Province,Mendoza,,Torrontés,Solo Contigo
82971,Argentina,"This smells wild, with a jumpy cherry aroma. The palate is huge and tannic in the mouth, and it's blasting with minty oak, marshmallow and black fruit flavors.",Reserva,84,13,Other,Argentina,,Malbec,San Huberto
82978,Argentina,"Dry and raw on the nose, this Pinot includes hints of tomato and citrus. It feels creamy and oaky, with vanilla-infused flavors of plum and berry.",Saurus Select,84,19,Other,Patagonia,,Pinot Noir,Familia Schroeder
82979,Argentina,"Stalky in scent, this is underwhelming on the nose. It feels adequate and solid, with basic raspberry, strawberry and spice flavors. Scratchy on the finish, with mild red-fruit flavors.",Raleo Estate Bottled,84,14,Mendoza Province,Mendoza,,Malbec,Enrique Foster
83001,Argentina,"This wine takes you on a trip to an outer wine world where deep, cushioned berry aromas come with exotic perfumes, bath oils and crushed flower petals. It's ultrasaturated and jammy, but not clunky or heavy. This tastes like a storm of blackberry, espresso and Swiss chocolate, while black spices and length bring up the rear. A blend of 50% Malbec, 40% Cabernet Sauvignon and 10% Cab Franc; drink now–2017.",Gran Corte Las Divas Vineyard,96,50,Mendoza Province,Tupungato,,Bordeaux-style Red Blend,Riglos
83012,Argentina,"Rubbery and smoky at first, with earthy, leathery aromas. Snappy, crisp and juicy in the mouth, with honest PN flavors of light red fruits, toast and oak-based spice and chocolate. Dry, clean and a bit hot on the finish.",Calathus Roble,87,25,Mendoza Province,Mendoza,,Pinot Noir,Finca Don Carlos
83014,Argentina,"Full, dark and smoky on the nose, then juicy, tight and well built on the palate. Tastes good, with fast-moving black fruit and chocolate flavors fading quickly into a clean, moderate finish. Lively and tight for Malbec.",Crios,87,15,Mendoza Province,Mendoza,,Malbec,Dominio del Plata
83015,Argentina,"Shiny pink in color, with youthful, crisp aromas of cherry and watermelon. Zesty and fresh on the tongue, with spunky cherry and raspberry flavors that finish with natural sweetness. Candied to an extent, but mostly it's fresh and balanced.",Crios Rosé of Malbec,87,12,Mendoza Province,Mendoza,,Rosé,Dominio del Plata
83017,Argentina,"Thick and concentrated aromas feature barrel-driven toast, lemon peel and savory berry. It's rather flat, sweet and jammy in the mouth, with buttery berry fruit and then a sugary candy flavor. Very sweet and soft on the finish; needs more edge, spine, acidity and clarity to rank higher.",,87,32,Mendoza Province,Uco Valley,,Malbec,Luca
83018,Argentina,"Minerally and dry smelling, with floral aromas along with the scents of white peach and apple. The palate feels good and clean, with roundness matched by nice acidity. Flavors of spiced apple and pith are supported by zestiness, while the finish is honest. Not many value-priced Viogniers can match this.",Finca La Linda,87,11,Mendoza Province,Luján de Cuyo,,Viognier,Luigi Bosca
83026,Argentina,"Smoky and dark from the start, with char and earth aromas to go with basic blackberry. The palate delivers power and a good texture, with bold blackberry and peppery flavors. Becomes more rubbery as it opens but holds onto its plum and chocolaty virtues.",Reserva,87,15,Mendoza Province,Mendoza,,Bonarda,Nieto Senetiner
83038,Argentina,"Crisp and a little minty smelling, with wild berry and dry spice as the primary aromas. It's thick and chunky but well balanced, with sweet, slightly medicinal flavors of black fruits and mint. Solid and smooth on the finish.",,87,10,Mendoza Province,Mendoza,,Malbec,Tilia
83069,Argentina,"Balsam wood, pencil eraser, coconut, anise and blackberry aromas share the bouquet. It feels linear and a touch scratchy, with roasted berry and toasted flavors that steer toward bacon. It feels a little gritty and short on the finish.",Anta Reserve,88,18,Mendoza Province,Mendoza,,Malbec,Telteca
83130,Argentina,"Big, rubbery and smoky, with exotic fruit aromas that seem roasted. The palate is tough, tannic and clipped, with herbal, thick flavors of berry, baking spices and coffee. Finishes big but flat and hard, with lasting herbal flavors.",,84,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Alamos
83131,Argentina,"Funky and sharp at first, with aromas of a dog fresh out of the rain. The palate is choppy and a bit hot, with sharp, generic cherry flavors along with some carob. Finishes with angular, tart flavors and notes of coffee and mocha.",,84,14,Mendoza Province,Mendoza,,Malbec,Kaiken
83133,Argentina,"Chunky on the nose, with flat aromas of apple and peach. The palate has a melony feel and sweet flavors of mango and mandarin orange. Finishes sort of heavy and tropical, with a little leftover heat. Good enough but highly regular.",,84,15,Mendoza Province,Mendoza,,Chardonnay,Tapiz
83142,Argentina,"Smells a bit waxy and grassy, with mild, distant white-fruit aromas. The palate feels pithy and chalky, with generic citrus flavors and then citrus pith on the back end. Finishes with more pithiness and white grapefruit.",,84,11,Other,San Juan,,Pinot Grigio,Alma Mora
83148,Argentina,"Warm and saucy aromas suggest a bit of leafiness and volatility. The palate is rather tannic and somewhat hot, with leafy, herbal cherry and raspberry flavors. Finishes similarly, with pepper and herbal flavors.",Remolinos Vineyard,84,20,Mendoza Province,Agrelo,,Cabernet Sauvignon,Finca Decero
83151,Argentina,"Hefty but kind of flat on the bouquet, with tomato and herb aromas. The palate has tannic bite and dark, candied flavors of sweet berry and burnt brown sugar. Finishes peppery, with a lingering candied, burnt sweetness.",Roble,84,13,Mendoza Province,Maipú,,Cabernet Sauvignon,Viamonte
83156,Argentina,"Fairly bland on the nose, with only a pinch of mild peach and candle wax. The palate is full but wholly generic in terms of flavors: look for sweet pineapple in front of a soft, almost cloying finish. Drink now.",,84,20,Mendoza Province,Mendoza,,Chardonnay,Rutini
83171,Argentina,"Funky at first and simply not as smooth, pure and clean as Catena's Nicasia and Adrianna Malbecs, which are the components of this wine. Argentino in 2007 is deep and dark like always, with coconut and cassis aromas preceding a sweet, ultrarich palate that's teetering on candied. Quite oaky and chocolaty as well, with brown sugar and depth to the finish. Drink now through 2014.",Argentino,92,120,Mendoza Province,Mendoza,,Malbec,Bodega Catena Zapata
83178,Argentina,"Big, lush and tightly structured, with cola and mocha aromas along with serious black fruit power and brightness. A pure and delicious Malbec-Cabernet wine with the full allotment of berry character, cola accents, dark spice and clarity. Drink now through 2014.",Unus,92,40,Mendoza Province,Mendoza,,Red Blend,Mendel
83219,Argentina,"Sweet on the nose, with licorice and black pepper dust along with ripe black fruit aromas. The palate is deep and pure, with black fruit flavors and a slightly syrupy underbelly. Burns a little on the finish, with spice and fig flavors providing depth and character. 416 cases produced.",Tradicional Oak Cask,89,20,Mendoza Province,Mendoza,,Malbec,Bodega Carmine Granata
83226,Argentina,"Perfumed aromas of lemon verbena and wild flower are reminiscent of air freshener. The palate is a bit heavy, but solid acidity provides necessary cut. Flavors of vanilla and spice are a little funky, while the finish is also oaky.",Reserva,84,13,Other,Argentina,,Chardonnay,San Huberto
83240,Argentina,"Light, uncommitted aromas of pear and lemon lead to a modest palate that offers fleshy melon and pear flavors. Everything about this wine is mild, including the finish, which offers little besides vanilla and cream flavors.",,84,9,Other,Argentina,,Chardonnay,San Huberto
83305,Argentina,"Solid and brimming with more potential than it's displaying, this Bordeaux-style blend of Malbec, Merlot and Cabernet Sauvignon starts with aromas of graham cracker, lush berry and pastry. It feels perfectly framed by acidity and tannins, with spicy, complex blackberry and cassis flavors. Toasty and a mile long on the finish, drink this from 2014–2020.",Privada,93,23,Mendoza Province,Mendoza,,Red Blend,Bodega Norton
83315,Argentina,"Fairly herbal on first take, with green, peppery core aromas coming with wood spice and black fruit. The palate is firm and clacky, with tannic clamp and jammy flavors of baked plum that turn candied the longer it airs out. Sweet and jammy by the time it finishes.",Gran Las Divas Vineyard,87,30,Mendoza Province,Tupungato,,Cabernet Sauvignon,Riglos
83317,Argentina,"A challenging white wine that bears a resemblance to Bordeaux Sémillon. The nose starts out sweaty and with phosphorous, but it turns more honeyed and complex with airing. The palate is plump and balanced, with layered honey, melon, apple and pith flavors. By the time it finishes up, it's showing complexity, butterscotch and white pepper notes. Interesting but not for all.",,87,25,Mendoza Province,Mendoza,,Sémillon,Mendel
83324,Argentina,"Dry, spicy aromas work well with core raspberry and earthy notes. The palate has a healthy mouthfeel and honest flavors of brown sugar, toast and black cherry. Spice and tempered caramel flavors grace the finish, which has vigor and confirms the value factor and overall quality.",Trumpeter,87,11,Mendoza Province,Mendoza,,Pinot Noir,Rutini
83431,Argentina,"Vanilla and toast aromas are prominent but the fruit is so subdued that overall the wine is out to lunch. Snappy and showing okay acidity in the mouth, but the flavors are dull and melony, with toasty vanilla notes that don't help it enough.",,83,10,Mendoza Province,Mendoza,,Chardonnay,Los Nevados
83433,Argentina,"Light and tomatoey in color, with dry, cheesy, earthy aromas. The palate is dilute but has sticky tannins, and the flavors are tangy, citrusy and not overly sound. Finishes roasted and clumsy. An awkward wine.",,83,13,Mendoza Province,Mendoza,,Cabernet Sauvignon-Syrah,The Wait
83435,Argentina,"Neutral on the nose except for mild hay and/or straw aromas. The palate is a bit weighty for being so short on flavor. Speaking of which, the wine is clean but tastes hollow, with only sparse flavors of peach and nectarine registering.",Trumpeter,83,12,Mendoza Province,Mendoza,,Chardonnay,Rutini
83437,Argentina,"Floral, sweet and powdery smelling, but pleasant. The palate is light and airy, with hardly any punch or kick. But that serves it well, and amid the sheets there's lime, green-apple notes and tropical shadings. Not bad for the price.",,83,7,Mendoza Province,Mendoza,,Chardonnay,Funky Llama
83441,Argentina,"Raw on the nose, with a hard, tannic palate that features sweet black-fruit flavors, a chemical burn and raisin. The more time you spend with it, the darker and more raisiny it becomes. Finishes roasted, with licorice and rock-hard tannins.",Luna Benegas,83,14,Mendoza Province,Mendoza,,Cabernet Sauvignon,Benegas
83443,Argentina,"Neutral smelling with a hint of lemon-lime and children's vitamin. The palate is wet but doesn't bring much more in the way of feel, while the flavors are flat, melony and hint at apple. This wine is old by PG standards but not yet dead. It's hanging in there.",,83,10,Other,Famatina Valley,,Pinot Grigio,Condor's Summit
83450,Argentina,"Neutral on the nose except for a smidgen of lychee and citrus. The palate is standard and generic, with bland peach, melon and pithy flavors. Finishes light and peachy, with weight and fading acidity.",Coiron,83,11,Mendoza Province,Maipú,,Torrontés,Palo Alto
83452,Argentina,"Earth and rubber aromas dominate the nose, which isn't what you'd call fresh or inviting. The palate improves only slightly, with piercing acidity pressing green-leaning plum and berry flavors. Oaky on the finish and marginal overall.",,83,11,Other,San Juan,,Malbec,Alma Mora
83455,Argentina,"Fairly muddled and earthy at first blush, with a leafy, raisiny, burnt set of aromas. Tastes and feels mealy, with roasted cherry and raspberry flavors and then a leathery finish. Hints at quality but doesn't bring it home; and it seems tired.",Premium Made With Organic Grapes Blend de Familia,83,15,Mendoza Province,Mendoza,,Red Blend,Familia Los Agüeros
83458,Argentina,"An odd bird on the nose, where floral, lavender aromas replace the normal set of cassis and berry. In the mouth, it's so tannic that it's like chewing nails; the flavors, therefore, seem choppy and hard, like roasted blackberry and sugar beets. Very woody and mentholated, too.",Reservado,83,16,Mendoza Province,Mendoza,,Cabernet Sauvignon,Carlos Basso
83492,Argentina,"Built like a brick house, with ripe, red aromas. This isn't light and elegant in the Italian style; it's mega ripe, with a ton of cherry, spice, kick and chocolate. Medicinal at times, peppery at others, and deep and wild throughout. Drink now through 2017.",,89,62,Mendoza Province,Luján de Cuyo,,Nebbiolo,Viña Alicia
83505,Argentina,"Very ripe and leaning towards raisiny on the nose, with baked berry and brushed leather notes. The palate is full and aggressive, with a mix of herbed berry, tobacco and spice flavors. Finishes dry and tannic, with chocolate and a slightly syrupy aftertaste.",Gran Vin,89,35,Mendoza Province,Uco Valley,,Bordeaux-style Red Blend,Antucura
83555,Argentina,"Big and smoky on the nose, this is hard to peg as Pinot Noir. The mouth is grabby and leaves the feeling of extract and residue as it progresses to the finish. Flavors include candied berry and baked plum.",,84,15,Other,Neuquén,,Pinot Noir,Quimay
83567,Argentina,"This smells leathery at first, and then it turns foresty and raw. It has a blocky, concentrated mouthfeel and herb-tinged plum and red berry flavors. It remains herbal without much fruit on the finish.",,83,13,Mendoza Province,Mendoza,,Malbec,Argento
83569,Argentina,"Aromas of mealy fruit are offset by scents of air freshener and barrel-derived cinnamon. This feels regular and round, with simple apple and wood-spice flavors. The finish tastes wheaty, with a plump feel.",Altitud,83,25,Mendoza Province,Tupungato,,Chardonnay,Andeluna
83572,Argentina,"This opens with a heavy black-cherry aroma that's topped with a hint of leaf and a whiff of plastic. It feels medicinal and tastes like a mix of cherry cough syrup, oak and mint.",,83,13,Mendoza Province,San Rafael,,Pinot Noir,Ombu
83575,Argentina,"This Cabernet-Malbec blend starts out with herbal, piquant aromas, with a twinge of volatility and a funky masa scent. It's pretty good on the palate, which is by far the wine's best point, but the flavors are earthy, nutty and herbal, rather than bright and focused. Tasted twice, this note reflects the better bottle.",Nina,83,30,Other,Aminga Valley,,Cabernet Sauvignon-Malbec,San Huberto
83576,Argentina,"Oily, nutty aromas fold in hints of field greens and onions. Apple and citrus flavors are adequate, while the wine feels acidic, with little supporting texture. Tangy, basic stuff with a rough edge.",Los Cardos,83,11,Mendoza Province,Mendoza,,Chardonnay,Doña Paula
83577,Argentina,"Bell pepper and tomato aromas, combined with hot and burnt notes, don't make for a very inviting nose. The palate is acidic, leaving tart plum and cranberry flavors in front of an oaky, citrusy finish. Rough and basic.",,83,12,Mendoza Province,Mendoza,,Malbec,Gran Altura
83583,Argentina,"Spicy black cherry aromas are lightly floral, lemony and suggestive of a woodsy candle. The palate is balanced and bold, with ripe blackberry and spicy flavors. Rich, strong and a bit chocolaty on the back end. A winning wine for the price.",Elsa Bianchi,87,9,Mendoza Province,Mendoza,,Malbec,Valentin Bianchi
83591,Argentina,"Opens with burnt rubber aromas that soon yield to berry fruit, char and dark chocolate. The palate is snappy and tangy despite feeling full, while the flavors of herbs and berry are quickly replaced by resiny oak. Finishes firm, with herbal notes and carob.",,87,17,Mendoza Province,Mendoza,,Malbec,Sottano
83608,Argentina,"Toasty apple aromas are familiar and generic. It's full in the mouth, with an oak-based resiny grab and woody flavors of banana, pear and baked apple. A lot of woodspice lingers on the creamy finish, which is slightly bitter in taste.",,87,20,Mendoza Province,Uco Valley,,Chardonnay,DiamAndes
83612,Argentina,"This blend of Syrah, Malbec and Cabernet Sauvignon is sultry and sexy—like a club dancer. Flashy, brash, deep in color and big in flavor, this has flavors of wild berry, chocolate and cola, with a toasted note. An incredibly ripe wine.",Paisaje de Barrancas,93,18,Mendoza Province,Mendoza,,Red Blend,Finca Flichman
83621,Argentina,"Fleshy and huge on the nose, this has hints of sweet red pepper, blackberry, dark plum and cola. It's pure, powerful and dense on the palate, with chewy tannins. The flavors of roasted berry, cassis and chocolate are layered, and the finish is long, sweet and toasty. This is a modern, bullish, full-bodied Cabernet to drink now–2014. 280 cases produced.",Bramare Marchiori Vineyard,93,60,Mendoza Province,Perdriel,,Cabernet Sauvignon,Viña Cobos
83622,Argentina,"A lovely blend of 60% Malbec, 31% Cabernet Sauvignon, 6% Petit Verdot and 3% Tannat, this is strong, with aromas of coconut, cola, chocolate and pure berry. It's a powerful wine, with a flavorful core of black fruit accented by coffee and burnt toast. Drink now–2018.",Amano Remolinos Vineyard,93,60,Mendoza Province,Agrelo,,Red Blend,Finca Decero
83634,Argentina,"This opens with a blast of blueberry, sweet grass and baking spices. On the palate, it feels syrupy and rich, with heavy flavors of caramel, baked berry, vanilla and blackberry jam. Sweet, modern in style and ripe to the max, this has a lush, plush finish of saturated berry and copious oak notes. Only 307 cases were made of this blend of 81% Cabernet and 19% Malbec. Drink now–2016.",Cobos Volturno Marchiori Vineyard,93,200,Mendoza Province,Perdriel,,Cabernet Sauvignon-Malbec,Viña Cobos
83684,Argentina,"This is the first blend from Alamos, and it sings a nice tune. Rubbery, slightly medicinal aromas give way to a full, honest, bulky wine. Ripe blackberry and cherry flavors rest in front of a good finish that's full of vanilla and chocolate notes. Malbec, Bonarda and Tempranillo are the primary grapes.",Red Blend,88,13,Mendoza Province,Mendoza,,Red Blend,Alamos
83730,Argentina,"Smells resiny and a touch chemical, with cornflakes and vanilla bean notes. The palate is resiny and dusty, with sweet, candied, vanilla-infused flavors that crowd out any fruit that might want to make a stand. Finishes with faux oak notes and more vanilla.",Premium,83,13,Mendoza Province,Tupungato,,Chardonnay,Piattelli
83733,Argentina,"Weak and brambly smelling, with mustardy aromas along with leathery red-fruit scents. The palate is astringent, with tomato, basil and stewed berry flavors. Finishes in similar fashion.",Alto Las Tacas,82,10,Mendoza Province,Mendoza,,Cabernet Sauvignon,Bodega Vistandes
83735,Argentina,"Loud, oily and almost caustic on the nose, with a chemical burn. The palate is better due to its tangy citric flavors, but it's still jumbled and oily, and the finish leaves a burnt-tasting residue.",,82,10,Other,Salta,,Torrontés,Tilia
83738,Argentina,"Roasted and leathery on the nose, without much fruit. The palate is full, rubbery and baked tasting, with herbal berry flavors. Finishes cooked and heavy as well, with a sauciness that overrides any freshness of fruit. A downer compared to the fresher 2008 version.",Llama Old Vine,82,15,Mendoza Province,Luján de Cuyo,,Malbec,Belasco de Baquedano
83743,Argentina,Sweet cotton candy and mocha aromas come across as confected and work to obscure a high-acid palate that offers a slight hint of chocolate and mint. More oak comes up on the finish.,,82,10,Other,Famatina Valley,,Syrah,Condor's Summit
83746,Argentina,"Strained on the nose, with dirty fruit aromas, gaseousness and candy. The palate is cloying and confected, with muddy, jammy, herbal fruit flavors and a cooked, weedy finish. Bulky but not very good.",Barrel Select,82,14,Mendoza Province,Mendoza,,Merlot,Bodega Norton
83751,Argentina,"Roasted and muddy smelling, which isn't uncommon for Cafayate Malbec. The palate is heavy, murky and leafy, with roasted beet and plum flavors. Saucy and herbal as well.",,81,15,Other,Cafayate,,Malbec,Camino del Inca
83752,Argentina,"Black in color, with a severe, jammy nose that's ominous and heavy. The look and bouquet portend the flavors, which are thick, raisiny and pruney. This is over-the-top heavy and extracted, with an inky outlook and subpar balance.",Don Nicanor,81,18,Mendoza Province,Mendoza,,Malbec,Nieto Senetiner
83755,Argentina,"Herbal, green, stemmy Merlot with sourness and compromised aromas, flavors and mouthfeel. Tastes bitter and on the harsh side, with a narrow, grabby finish. Too green and mean, especially for $20.",Reserva,81,20,Mendoza Province,Mendoza,,Merlot,Bodega Norton
83756,Argentina,"Smells like corn and a burning hay field, and the palate has little to no fruit left. The mouthfeel is wet and grabby, while the finish is bready then turns bitter. On its last legs; wait for 2010.",Alto Las Tacas,81,10,Mendoza Province,Mendoza,,Torrontés,Bodega Vistandes
83757,Argentina,"Vegetal from start to finish, as the aromas begin with tomato and bell pepper. The palate is exactly the same, with baked, earthy, sweet and green flavors. Feels gummy in the mouth, and it's not just herbal on the finish, it's green.",Viña Cornejo Costas High Altitude Vineyards,81,10,Other,Cafayate,,Malbec,Don Rodolfo
83759,Argentina,"Thin and sharp as broken glass, with an herbal, sour flavor profile and a tart, sheering mouthfeel and finish. Compared to previous vintages when this wine impressed, this is a loser. Barely drinkable, it's so lean and sour.",Casa,80,15,Mendoza Province,Mendoza,,Malbec,Familia Marguery
83760,Argentina,"Earthy blackberry aromas have a slight baked character. The palate is lush, pure and jammy in feel, with grapey, ripe flavors of black cherry, blackberry and herbs. Finishes warm, spicy and peppery, but with good feel and length.",Privada,89,30,Mendoza Province,Mendoza,,Malbec,Bodega Norton
83762,Argentina,"Soft and lightly cedary on the nose, with earthy berry fruit aromas. The palate shows good acidity and balance, with ripe cherry, raspberry and cassis flavors. Smooth on the finish, and overall there aren't any breaks in the fabric.",Grand Reserve,89,20,Mendoza Province,Mendoza,,Cabernet Sauvignon,Cruz Alta
83774,Argentina,"A bit rooty and smoky on the nose, with grapey, loud flavors of sweet berry, black plum and chocolate. The palate is full of choppy acids that keep it pumping forth, while the finish is richer and more chocolaty, with fig notes. A bruiser, but one that's very good for varietal PV.",Reserva,89,23,Mendoza Province,Mendoza,,Petit Verdot,Tomero
83784,Argentina,"Big, fleshy and dark in color, with a bold, heavy nose of black fruits, baked richness and sweet characteristics. The palate is chunky and full, with blackberry, baked plum, fig and herbal flavors. A saturated, lusty style of Malbec that's deep like cake and just about as sweet.",Remolinos Vineyard,89,20,Mendoza Province,Agrelo,,Malbec,Finca Decero
83786,Argentina,"Potent and dark, with a syrupy nose of mint, blackberry and cream. The palate feel is more choppy than ideal, while the flavors run towards cola, root beer, pepper and baked black fruits. Coconut appears on the finish along with pepper; Malbec, Merlot and Cabernet Sauvignon comprise this Bordeaux blend.",Privada,89,25,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,Bodega Norton
83789,Argentina,"Smoky, roasted and full on the bouquet, with rich berry and plum aromas. The palate is fleshy, with a chunky middle but just enough tannin and acid to provide structure. Tastes of baked black fruits, fig and herbs. Dry and snappy on the finish.",,89,13,Mendoza Province,Mendoza,,Malbec,Valentin Bianchi
83791,Argentina,"A big, ripe and pure Malbec with gorgeous berry aromas setting up a lush, yummy palate that pumps forth chewy, delicious blackberry, vanilla and chocolate flavors. Finishes warm and oaky; from a mediocre vintage, it's impressive. From the Chilean Huneeus family and top-flight winemaker/consultant Alvaro Espinoza. Drink now through 2013.",,92,20,Mendoza Province,Mendoza,,Malbec,Cruz Andina
83796,Argentina,"Pure on the nose, with plenty of pop. Aromas of dark black cherry are tight and smoky, with minerality. Flavors of cola and wild-berry fruits are right on the money, and the feel is firm but deep and layered. Offers fine character and ageability. A blend of Malbec from three top vineyards; drink through 2014.",Selección de Bodega,91,40,Mendoza Province,Mendoza,,Malbec,Doña Paula
83811,Argentina,"A home run in middle-tier Malbec. Excellent power and balance are on display. It's firm, minerally and tight, but with generous berry and cassis aromas and flavors along with ample coffee, spice and mocha qualities. Impressive, especially given the price tag; drink now through 2014.",Q,91,20,Mendoza Province,Mendoza,,Malbec,Zuccardi
83816,Argentina,"This single-vineyard Malbec proves once again that Achaval-Ferrer does not specialize in textbook wines. It's a terroir-driven hard-body with tight blueberry and cherry aromas and flavors. There's a lot of zest, drive and crispness to the palate, and the finish is tight, layered and long. Drinkable now through 2018.",Finca Mirador,91,120,Mendoza Province,Mendoza,,Malbec,Achaval-Ferrer
83851,Argentina,"One whiff reveals a roasted peanut aroma that's ultimately leathery and not very fresh. The wine feels tannic and hard, with a short berry flavor and a roasted bitterness that carries the finish.",Paso de Piedra,83,20,Mendoza Province,Luján de Cuyo,,Cabernet Sauvignon,Viña Alicia
83853,Argentina,"Light and powdery in scent, this has a distinct note of air freshener. It's fairly creamy on the palate, with lychee and orange flavors that settle into a lime note on the finish.",Reserva,83,17,Other,Cafayate,,Torrontés,Quara
83860,Argentina,"Rubbery, stalky and dark smelling for Pinot Noir, this is heavy, ripe and thick across the palate as well. Flavors of creamy berries accompany minty, sticky oak.",,83,20,Other,Alto Valle del Río Negro,,Pinot Noir,Verum
83864,Argentina,"Teetering aromas of apple, oak and mineral don't hold much sway, while the palate is both chunky and oversized, sizzling with acid. A muddled flavor of white fruit leads to a finish where nothing sticks out.",,83,12,Mendoza Province,Mendoza,,Chardonnay,Pantago
83871,Argentina,"This smells stalky and oily, with a peach pit aroma. It feels citrusy, tangy and a touch bitter, with flavors of white grapefruit, white peach and grass. It shows a tangerine note and a sticky feel on the finish.",Maula,83,17,Mendoza Province,Mendoza,,Sauvignon Blanc,Bodega Margot
83873,Argentina,"This smells of raw oak, cinnamon and clove, with its fruit essence entirely in the background. It's creamy, chewy and tannic on the palate, with herbal, oaky, resiny flavors of baking spice and modest raspberry.",Roble,83,13,Mendoza Province,Mendoza,,Malbec,Telteca
83878,Argentina,"Notes of vanilla, melon and oily bitterness define the nose. The wine feels both creamy and grabby, with pithy, sweet-tasting flavors of melon and peach. A persistent, mild bitterness downgrades the finish.",Estate Bottled,83,15,Mendoza Province,Mendoza,,Sauvignon Blanc,Casarena
83883,Argentina,"This is rich, dense and sultry smelling, with cola, vanilla, char, coconut and wild berry aromas. It feels strapping and pure, with deep flavors of chocolate and blackberry offset by oak-driven spice and cedar. Toasty and spicy, the finish possesses a fudge-like richness. Best from 2013–2016.",Serenade Single Vineyard,93,50,Mendoza Province,Luján de Cuyo,,Malbec,Alta Vista
83898,Argentina,"This opens with an aromatic blast of spice, leather, coconut, cassis and blackberry. Plump and sturdy on the palate, it has fine acidity, smooth tannins and flavors of roasted, spicy blackberry and chocolate. With baking spice and barrel-driven flavors on the finish, this is a beautiful wine to drink from 2013–2018.",Temis Single Vineyard,92,50,Mendoza Province,Uco Valley,,Malbec,Alta Vista
83905,Argentina,"This is a stacked Malbec-led blend, with pure blackberry, prune, cola and graphite aromas. It feels super healthy and ripped, with toasty black-fruit flavors topped with vanilla and peppery spice. The finish is toasty, dark and full of licorice. Only 500 cases were made. Drink now–2014.",Familia,92,58,Mendoza Province,Mendoza,,Red Blend,Durigutti
83907,Argentina,"Smoky, staunch and controlled on the bouquet, this has lead pencil, blackberry and vanilla aromas. It feels pure and full, with plum, berry, creamy oak and vanilla flavors. The finish is long, balanced and complex; overall this is an excellent, full-bodied Malbec that delivers the goods. Drink now–2015.",Escudero del Maestre,92,29,Mendoza Province,Mendoza,,Malbec,Bodega Maestre
83912,Argentina,"A fruity, jammy style of Cab with thick berry aromas resting in front of a full-bodied, chewy palate with forward red berry and chocolate flavors. This is smooth, not complex and easygoing proof that Argentina is not only about Malbec.",Barrel Select,87,14,Mendoza Province,Mendoza,,Cabernet Sauvignon,Bodega Norton
